order_id,customer_id,restaurant_name,order_date,order_value,delivery_time_mins,rating,cuisine_type,order_status
1809,126,Corner House,2024-02-01,450.83,56,,Desserts,Cancelled
1810,126,Brahmin Coffee Bar,2024-07-04,580.09,57,3.8,South Indian,Delivered
1811,126,The Black Rabbit,2023-06-23,591.79,58,2.8,Continental,Delivered
1812,126,Corner House,2024-11-19,757.08,61,3.4,Desserts,Delivered
1813,126,Sanchez,2024-05-29,458.03,52,,Mexican,Delayed
1814,126,Meghana Foods,2024-02-26,506.68,40,4.6,Biryani,Delivered
1815,126,The Black Rabbit,2023-07-30,797.71,63,2.8,Continental,Delivered
1816,126,Empire Restaurant,2023-10-09,365.04,68,3.0,North Indian,Delivered
1817,126,Corner House,2023-10-20,620.32,59,3.4,Desserts,Delivered
1818,126,Toit Brewpub,2023-10-21,613.81,74,3.0,Continental,Delivered
1819,126,Karavalli,2024-03-15,658.53,70,3.6,Coastal,Delivered
1820,126,Corner House,2023-11-19,383.61,43,4.1,Desserts,Delivered
1821,126,Punjab Grill,2024-01-04,425.48,39,3.8,North Indian,Delivered
1822,126,Fatty Bao,2024-11-24,397.53,23,4.4,Asian,Delivered
1823,126,Meghana Foods,2023-12-24,296.03,72,3.7,Biryani,Delivered
1824,126,Meghana Foods,2024-02-18,417.68,40,4.2,Biryani,Delivered
1825,126,Brahmin Coffee Bar,2023-11-26,749.48,59,3.6,South Indian,Delivered
1826,126,Manis Cafe,2023-11-11,654.88,66,3.7,South Indian,Delivered
1827,126,Hole in the Wall Cafe,2023-12-03,574.69,35,3.9,Cafe,Delivered
1828,126,Manis Cafe,2023-09-14,456.69,37,4.5,South Indian,Delivered
1829,126,Truffles,2023-11-12,662.71,40,4.6,Burgers,Delivered
1830,126,Corner House,2024-02-07,211.6,56,3.4,Desserts,Delivered
1831,126,Nagarjuna,2024-06-20,353.99,55,3.8,Andhra,Delivered
1832,126,Manis Cafe,2024-03-17,690.89,74,3.6,South Indian,Delivered
1833,126,Manis Cafe,2023-12-28,403.54,49,3.9,South Indian,Delivered
1834,126,Karavalli,2024-02-07,248.19,67,4.0,Coastal,Delivered
1835,126,Hole in the Wall Cafe,2024-04-24,519.88,71,,Cafe,Cancelled
1836,126,Meghana Foods,2024-04-18,172.46,56,3.4,Biryani,Delivered
1837,127,Manis Cafe,2024-01-02,202.89,60,3.4,South Indian,Delivered
1838,127,Empire Restaurant,2023-12-29,509.45,54,,North Indian,Cancelled
1839,127,Punjab Grill,2024-01-11,283.62,59,3.2,North Indian,Delivered
1840,127,Nagarjuna,2023-11-04,766.38,49,3.8,Andhra,Delivered
1841,127,Truffles,2023-09-19,387.87,31,4.3,Burgers,Delivered
1842,127,Meghana Foods,2023-11-15,154.45,45,4.4,Biryani,Delivered
1843,127,Meghana Foods,2023-04-22,255.35,34,,Biryani,Cancelled
1844,127,Sanchez,2023-10-02,290.23,49,3.6,Mexican,Delivered
1845,127,Chianti,2023-10-21,253.8,29,3.8,Italian,Delivered
1846,127,Meghana Foods,2023-06-18,741.29,54,4.0,Biryani,Delivered
1847,127,Koshys,2024-02-03,370.74,24,4.0,Continental,Delivered
1848,128,Shivaji Military Hotel,2023-06-29,169.11,33,,Mutton,Cancelled
1849,128,Fatty Bao,2023-04-20,670.76,21,4.0,Asian,Delivered
1850,128,Punjab Grill,2023-03-18,293.94,48,3.4,North Indian,Delivered
1851,128,Toit Brewpub,2023-03-21,657.16,52,4.0,Continental,Delivered
1852,128,Hole in the Wall Cafe,2023-04-02,674.78,67,3.4,Cafe,Delivered
1853,128,Truffles,2023-04-30,484.59,71,3.4,Burgers,Delivered
1854,128,Meghana Foods,2023-03-21,430.22,44,,Biryani,Cancelled
1855,128,Corner House,2023-09-18,812.16,73,3.3,Desserts,Delivered
1856,128,Fatty Bao,2023-05-05,824.96,50,3.2,Asian,Delivered
1857,128,Vidyarthi Bhavan,2023-04-20,545.21,74,3.6,South Indian,Delivered
1858,128,Hole in the Wall Cafe,2023-05-07,567.34,68,2.9,Cafe,Delivered
1859,128,Karavalli,2023-10-14,443.47,46,4.4,Coastal,Delivered
1860,128,Toit Brewpub,2023-09-14,226.57,43,4.4,Continental,Delivered
1861,128,Corner House,2023-11-11,786.29,45,4.5,Desserts,Delivered
1862,128,Meghana Foods,2023-05-06,479.35,41,3.9,Biryani,Delivered
1863,128,CTR,2023-08-09,568.96,54,4.0,South Indian,Delivered
1864,128,Meghana Foods,2023-05-27,214.49,42,,Biryani,Delayed
1865,128,Punjab Grill,2023-09-05,525.71,46,3.8,North Indian,Delivered
1866,128,Hole in the Wall Cafe,2023-06-20,329.8,50,4.0,Cafe,Delivered
1867,128,Karavalli,2023-11-20,484.45,62,3.9,Coastal,Delivered
1868,128,Vidyarthi Bhavan,2023-12-08,713.81,34,4.6,South Indian,Delivered
1869,128,Empire Restaurant,2023-07-08,770.84,65,3.1,North Indian,Delivered
1870,128,Toit Brewpub,2023-08-04,380.04,66,,Continental,Delayed
1871,128,Byg Brewski,2024-04-03,768.51,53,3.9,Continental,Delivered
1872,128,The Black Rabbit,2023-09-02,555.56,43,,Continental,Delayed
1873,128,CTR,2023-09-22,277.52,70,3.5,South Indian,Delivered
1874,128,Toit Brewpub,2023-08-20,550.46,45,4.0,Continental,Delivered
1875,129,Karavalli,2023-08-20,232.47,36,4.5,Coastal,Delivered
1876,129,Manis Cafe,2024-04-10,714.89,31,4.3,South Indian,Delivered
1877,129,Empire Restaurant,2024-08-15,684.29,62,3.5,North Indian,Delivered
1878,129,Meghana Foods,2023-12-15,308.99,54,3.6,Biryani,Delivered
1879,129,Sanchez,2023-06-15,761.31,65,2.9,Mexican,Delivered
1880,129,Truffles,2024-02-28,277.83,75,3.8,Burgers,Delivered
1881,129,Vidyarthi Bhavan,2023-12-11,693.14,73,3.9,South Indian,Delivered
1882,129,Karavalli,2024-02-24,751.95,69,3.4,Coastal,Delivered
1883,129,Sanchez,2024-06-10,848.02,34,4.1,Mexican,Delivered
1884,129,Toit Brewpub,2023-07-05,582.73,60,3.4,Continental,Delivered
1885,129,Karavalli,2023-10-31,344.89,47,,Coastal,Delayed
1886,129,Fatty Bao,2023-11-18,775.62,53,4.0,Asian,Delivered
1887,129,Corner House,2023-12-26,645.84,20,4.1,Desserts,Delivered
1888,129,CTR,2023-08-03,250.65,68,3.6,South Indian,Delivered
1889,129,Toit Brewpub,2024-01-21,563.99,61,3.2,Continental,Delivered
1890,129,Shivaji Military Hotel,2023-08-15,431.01,37,3.6,Mutton,Delivered
1891,129,Punjab Grill,2023-09-05,682.41,29,4.0,North Indian,Delivered
1892,129,Corner House,2023-11-30,589.98,53,3.7,Desserts,Delivered
1893,129,Empire Restaurant,2024-05-25,468.06,54,3.8,North Indian,Delivered
1894,129,Nagarjuna,2024-07-13,773.78,22,4.1,Andhra,Delivered
1895,129,Chianti,2024-03-09,634.01,30,4.3,Italian,Delivered
1896,129,Shivaji Military Hotel,2024-01-05,848.32,53,3.2,Mutton,Delivered
1897,129,Shivaji Military Hotel,2024-02-15,496.17,75,3.4,Mutton,Delivered
1898,129,CTR,2024-03-21,688.96,60,3.4,South Indian,Delivered
1899,129,Nagarjuna,2024-01-12,443.75,60,3.4,Andhra,Delivered
1900,129,Meghana Foods,2023-10-10,489.88,26,4.5,Biryani,Delivered
1901,129,The Black Rabbit,2024-02-01,848.11,62,2.8,Continental,Delivered
1902,129,Karavalli,2024-06-21,574.64,73,,Coastal,Cancelled
1903,129,CTR,2024-03-26,736.74,58,3.4,South Indian,Delivered
1904,129,Empire Restaurant,2024-02-12,317.03,27,4.4,North Indian,Delivered
1905,129,Fatty Bao,2024-11-27,393.11,65,3.4,Asian,Delivered
1906,129,Byg Brewski,2024-07-17,719.21,22,4.6,Continental,Delivered
1907,129,Meghana Foods,2024-09-09,166.9,33,,Biryani,Delayed
1908,130,Nagarjuna,2024-03-17,390.83,42,,Andhra,Delayed
1909,130,Punjab Grill,2023-06-03,470.74,70,,North Indian,Delayed
1910,130,Brahmin Coffee Bar,2023-04-10,533.09,55,4.2,South Indian,Delivered
1911,130,Koshys,2024-02-12,741.3,69,,Continental,Cancelled
1912,130,Karavalli,2023-07-27,735.36,54,4.3,Coastal,Delivered
1913,130,Truffles,2023-03-25,585.26,60,3.3,Burgers,Delivered
1914,130,Nagarjuna,2023-05-21,395.42,74,3.6,Andhra,Delivered
1915,130,Toit Brewpub,2024-03-04,228.04,30,4.0,Continental,Delivered
1916,130,Sanchez,2023-12-17,582.93,54,3.2,Mexican,Delivered
1917,130,Karavalli,2023-03-17,334.36,62,3.6,Coastal,Delivered
1918,130,Fatty Bao,2024-02-24,222.54,28,,Asian,Delayed
1919,130,Chianti,2024-01-12,307.38,25,3.9,Italian,Delivered
1920,130,Vidyarthi Bhavan,2023-12-14,168.45,62,4.2,South Indian,Delivered
1921,130,Shivaji Military Hotel,2023-07-17,301.18,48,3.6,Mutton,Delivered
1922,130,Karavalli,2023-03-29,440.17,50,4.4,Coastal,Delivered
1923,130,Toit Brewpub,2023-10-21,429.73,74,3.3,Continental,Delivered
1924,130,Nagarjuna,2024-04-14,404.78,65,3.6,Andhra,Delivered
1925,130,Koshys,2024-04-16,399.95,35,,Continental,Delayed
1926,130,Shivaji Military Hotel,2023-06-29,240.14,70,,Mutton,Delayed
1927,130,Hole in the Wall Cafe,2023-12-28,715.08,54,3.6,Cafe,Delivered
1928,130,Sanchez,2023-10-13,475.7,72,3.5,Mexican,Delivered
1929,130,Karavalli,2023-08-18,455.33,48,,Coastal,Delayed
1930,130,Sanchez,2023-05-03,190.28,48,3.5,Mexican,Delivered
1931,130,Truffles,2023-10-01,818.31,63,3.3,Burgers,Delivered
1932,130,Meghana Foods,2024-01-05,451.58,65,3.6,Biryani,Delivered
1933,130,Brahmin Coffee Bar,2023-08-22,526.88,62,3.6,South Indian,Delivered
1934,130,Chianti,2023-09-14,812.39,71,3.5,Italian,Delivered
1935,130,Chianti,2024-05-05,829.62,40,4.3,Italian,Delivered
1936,130,Chianti,2024-05-28,199.71,27,4.2,Italian,Delivered
1937,130,Brahmin Coffee Bar,2023-08-23,691.61,35,,South Indian,Delayed
1938,130,Hole in the Wall Cafe,2023-06-14,212.37,66,,Cafe,Delayed
1939,130,Fatty Bao,2024-06-04,637.49,71,3.1,Asian,Delivered
1940,130,Empire Restaurant,2023-09-18,645.08,39,,North Indian,Cancelled
1941,130,Toit Brewpub,2023-08-07,308.65,36,,Continental,Delayed
1942,131,Nagarjuna,2023-10-20,192.63,21,4.5,Andhra,Delivered
1943,131,Empire Restaurant,2023-08-09,839.59,30,3.6,North Indian,Delivered
1944,131,Fatty Bao,2023-07-21,783.6,39,3.6,Asian,Delivered
1945,131,Toit Brewpub,2023-03-16,498.74,32,4.2,Continental,Delivered
1946,131,Empire Restaurant,2023-08-09,258.27,75,3.3,North Indian,Delivered
1947,131,Punjab Grill,2023-05-20,690.39,65,3.4,North Indian,Delivered
1948,131,Meghana Foods,2023-10-09,526.31,59,,Biryani,Delayed
1949,131,Corner House,2023-05-01,628.12,38,4.1,Desserts,Delivered
1950,132,Vidyarthi Bhavan,2023-10-09,806.47,59,,South Indian,Cancelled
1951,132,Punjab Grill,2024-06-14,195.82,27,4.0,North Indian,Delivered
1952,132,Hole in the Wall Cafe,2023-07-18,179.11,32,4.3,Cafe,Delivered
1953,132,Chianti,2024-07-11,213.67,26,4.3,Italian,Delivered
1954,132,Byg Brewski,2024-11-22,600.24,45,4.4,Continental,Delivered
1955,132,Brahmin Coffee Bar,2023-09-24,448.42,38,4.8,South Indian,Delivered
1956,132,Meghana Foods,2023-08-08,542.88,51,3.6,Biryani,Delivered
1957,132,Corner House,2024-02-21,188.58,69,3.7,Desserts,Delivered
1958,132,Corner House,2023-07-09,549.89,57,3.8,Desserts,Delivered
1959,132,Sanchez,2023-07-16,362.06,21,3.5,Mexican,Delivered
1960,132,The Black Rabbit,2023-08-19,744.45,67,3.0,Continental,Delivered
1961,132,Empire Restaurant,2023-07-29,774.65,49,4.0,North Indian,Delivered
1962,132,Hole in the Wall Cafe,2023-08-28,579.11,33,4.2,Cafe,Delivered
1963,132,Empire Restaurant,2023-10-25,318.27,38,3.6,North Indian,Delivered
1964,133,Fatty Bao,2023-09-06,569.13,22,3.7,Asian,Delivered
1965,133,The Black Rabbit,2023-07-15,754.62,63,3.1,Continental,Delivered
1966,133,Nagarjuna,2023-06-22,441.12,46,4.0,Andhra,Delivered
1967,133,Brahmin Coffee Bar,2023-08-04,327.4,72,3.8,South Indian,Delivered
1968,133,CTR,2023-10-08,240.22,64,3.9,South Indian,Delivered
1969,134,Truffles,2023-06-04,267.16,31,4.2,Burgers,Delivered
1970,134,Sanchez,2023-06-29,549.08,38,3.7,Mexican,Delivered
1971,134,Brahmin Coffee Bar,2023-05-21,498.58,25,4.4,South Indian,Delivered
1972,134,Hole in the Wall Cafe,2023-03-16,176.62,26,3.8,Cafe,Delivered
1973,134,Truffles,2023-05-27,409.63,35,4.1,Burgers,Delivered
1974,134,CTR,2023-12-26,686.75,62,4.0,South Indian,Delivered
1975,134,Manis Cafe,2023-09-02,814.01,22,4.6,South Indian,Delivered
1976,134,Koshys,2023-06-03,600.89,49,3.5,Continental,Delivered
1977,134,Byg Brewski,2023-05-24,589.05,24,4.0,Continental,Delivered
1978,134,Punjab Grill,2023-03-28,571.16,24,4.2,North Indian,Delivered
1979,134,Sanchez,2023-04-26,629.33,40,3.5,Mexican,Delivered
1980,134,Karavalli,2023-04-12,802.96,66,3.4,Coastal,Delivered
1981,134,Shivaji Military Hotel,2023-04-26,543.9,20,3.8,Mutton,Delivered
1982,134,CTR,2023-06-01,163.86,56,3.7,South Indian,Delivered
1983,134,Corner House,2024-05-09,464.77,63,3.7,Desserts,Delivered
1984,135,Punjab Grill,2023-09-08,257.2,50,3.8,North Indian,Delivered
1985,135,Shivaji Military Hotel,2023-07-05,661.68,29,,Mutton,Delayed
1986,135,Nagarjuna,2023-07-17,164.66,30,4.1,Andhra,Delivered
1987,135,CTR,2023-05-20,765.86,49,,South Indian,Cancelled
1988,135,Vidyarthi Bhavan,2023-07-30,295.67,73,3.9,South Indian,Delivered
1989,135,Punjab Grill,2023-08-08,816.66,66,3.1,North Indian,Delivered
1990,135,Manis Cafe,2023-07-24,656.32,62,3.6,South Indian,Delivered
1991,135,Brahmin Coffee Bar,2023-06-28,761.52,56,3.4,South Indian,Delivered
1992,135,Koshys,2023-10-14,684.78,49,3.7,Continental,Delivered
1993,135,Corner House,2023-10-25,479.16,33,4.3,Desserts,Delivered
1994,135,Corner House,2023-09-11,759.08,73,4.0,Desserts,Delivered
1995,135,Brahmin Coffee Bar,2023-07-14,259.7,41,4.4,South Indian,Delivered
1996,136,Brahmin Coffee Bar,2023-05-16,270.64,44,,South Indian,Delayed
1997,136,Fatty Bao,2023-10-05,288.47,56,3.4,Asian,Delivered
1998,136,Vidyarthi Bhavan,2023-09-06,371.35,68,,South Indian,Delayed
1999,136,CTR,2024-11-02,195.75,63,3.4,South Indian,Delivered
2000,136,Truffles,2023-06-25,399.69,40,4.5,Burgers,Delivered
2001,136,Truffles,2023-08-05,370.85,43,,Burgers,Cancelled
2002,136,Manis Cafe,2024-01-22,362.27,65,3.4,South Indian,Delivered
2003,136,Toit Brewpub,2023-07-06,787.16,46,3.4,Continental,Delivered
2004,136,Hole in the Wall Cafe,2024-12-19,632.97,64,,Cafe,Cancelled
2005,136,Punjab Grill,2023-07-15,244.92,26,4.1,North Indian,Delivered
2006,136,Toit Brewpub,2024-02-12,631.69,69,2.9,Continental,Delivered
2007,136,Chianti,2024-04-12,163.9,31,4.0,Italian,Delivered
2008,136,Manis Cafe,2024-06-09,198.22,25,4.8,South Indian,Delivered
2009,136,Fatty Bao,2024-06-08,804.52,29,,Asian,Delayed
2010,136,Corner House,2023-12-14,700.6,65,3.8,Desserts,Delivered
2011,136,Karavalli,2023-07-24,268.34,57,,Coastal,Cancelled
2012,136,Nagarjuna,2024-03-31,166.41,53,4.1,Andhra,Delivered
2013,136,Shivaji Military Hotel,2023-08-13,464.25,64,2.9,Mutton,Delivered
2014,136,Punjab Grill,2023-09-30,535.89,62,2.8,North Indian,Delivered
2015,137,Corner House,2023-05-29,479.08,44,4.2,Desserts,Delivered
2016,138,Koshys,2023-09-25,845.56,71,3.3,Continental,Delivered
2017,138,Manis Cafe,2024-04-08,653.38,28,4.9,South Indian,Delivered
2018,138,Corner House,2023-12-23,464.91,37,4.1,Desserts,Delivered
2019,138,Manis Cafe,2024-06-07,229.47,75,3.7,South Indian,Delivered
2020,138,Empire Restaurant,2024-06-12,411.37,35,3.7,North Indian,Delivered
2021,138,Shivaji Military Hotel,2024-06-15,202.79,69,2.8,Mutton,Delivered
2022,138,Manis Cafe,2024-05-18,199.27,75,4.0,South Indian,Delivered
2023,139,Empire Restaurant,2023-06-19,642.9,59,2.9,North Indian,Delivered
2024,139,Toit Brewpub,2023-04-10,214.11,25,4.3,Continental,Delivered
2025,140,Manis Cafe,2023-03-11,483.23,60,3.7,South Indian,Delivered
2026,140,Karavalli,2023-03-30,351.64,65,3.4,Coastal,Delivered
2027,140,CTR,2023-05-21,154.42,48,3.8,South Indian,Delivered
2028,140,Nagarjuna,2023-03-02,552.8,29,4.5,Andhra,Delivered
2029,140,Truffles,2023-02-25,374.98,32,,Burgers,Delayed
2030,140,Fatty Bao,2023-03-07,357.7,60,3.5,Asian,Delivered
2031,141,Shivaji Military Hotel,2023-08-29,773.39,53,3.1,Mutton,Delivered
2032,141,Toit Brewpub,2023-08-02,495.75,24,,Continental,Cancelled
2033,141,Karavalli,2023-04-15,205.97,68,4.0,Coastal,Delivered
2034,141,Meghana Foods,2023-11-04,372.88,67,3.6,Biryani,Delivered
2035,141,Karavalli,2023-09-27,548.44,63,4.1,Coastal,Delivered
2036,141,Punjab Grill,2023-09-10,486.31,42,4.1,North Indian,Delivered
2037,142,Chianti,2023-06-14,397.03,30,3.6,Italian,Delivered
2038,142,Manis Cafe,2023-10-17,830.59,70,4.0,South Indian,Delivered
2039,142,Punjab Grill,2023-10-23,675.39,29,3.6,North Indian,Delivered
2040,142,Vidyarthi Bhavan,2023-03-17,842.83,70,3.7,South Indian,Delivered
2041,142,Koshys,2023-09-30,722.18,20,,Continental,Cancelled
2042,142,Chianti,2023-05-31,161.47,31,3.8,Italian,Delivered
2043,142,Manis Cafe,2023-08-05,424.56,32,4.1,South Indian,Delivered
2044,142,Nagarjuna,2023-12-31,574.78,34,4.0,Andhra,Delivered
2045,143,Koshys,2023-07-05,376.3,26,3.8,Continental,Delivered
2046,143,Shivaji Military Hotel,2023-07-21,712.54,53,3.9,Mutton,Delivered
2047,143,Toit Brewpub,2023-05-24,628.84,41,4.2,Continental,Delivered
2048,143,Byg Brewski,2023-06-22,411.35,38,4.1,Continental,Delivered
2049,143,Chianti,2023-08-27,462.95,50,3.3,Italian,Delivered
2050,143,Shivaji Military Hotel,2023-08-21,593.71,75,,Mutton,Cancelled
2051,143,Sanchez,2024-03-17,381.74,41,4.0,Mexican,Delivered
2052,143,Chianti,2023-08-30,576.57,34,4.2,Italian,Delivered
2053,143,Chianti,2024-02-19,369.42,50,,Italian,Cancelled
2054,143,Vidyarthi Bhavan,2024-07-07,520.46,59,3.7,South Indian,Delivered
2055,143,Punjab Grill,2023-07-28,703.9,44,4.1,North Indian,Delivered
2056,143,CTR,2023-09-30,593.15,50,3.9,South Indian,Delivered
2057,143,Nagarjuna,2023-11-30,369.92,40,,Andhra,Cancelled
2058,143,Karavalli,2023-10-13,663.39,58,3.4,Coastal,Delivered
2059,143,Byg Brewski,2024-04-07,413.21,38,4.0,Continental,Delivered
2060,143,Nagarjuna,2023-08-26,167.7,33,3.9,Andhra,Delivered
2061,143,Koshys,2023-10-12,845.09,49,3.9,Continental,Delivered
2062,143,Toit Brewpub,2024-05-08,369.86,58,,Continental,Delayed
2063,144,Corner House,2024-10-06,375.96,30,4.5,Desserts,Delivered
2064,144,Manis Cafe,2023-08-29,249.23,55,4.1,South Indian,Delivered
2065,144,Meghana Foods,2024-04-16,376.72,60,3.4,Biryani,Delivered
2066,144,Corner House,2023-08-19,547.97,40,,Desserts,Cancelled
2067,144,Hole in the Wall Cafe,2023-08-05,247.94,24,4.4,Cafe,Delivered
2068,144,Shivaji Military Hotel,2024-01-23,830.62,25,4.1,Mutton,Delivered
2069,144,Truffles,2024-01-21,193.51,51,3.7,Burgers,Delivered
2070,144,Vidyarthi Bhavan,2024-07-24,720.05,55,4.5,South Indian,Delivered
2071,144,Shivaji Military Hotel,2023-10-14,628.47,35,3.5,Mutton,Delivered
2072,144,CTR,2024-04-15,312.87,22,4.3,South Indian,Delivered
2073,144,Manis Cafe,2023-12-25,594.03,40,4.4,South Indian,Delivered
2074,144,Hole in the Wall Cafe,2024-06-15,637.99,21,4.2,Cafe,Delivered
2075,144,Chianti,2023-09-23,557.92,22,3.8,Italian,Delivered
2076,144,Byg Brewski,2023-12-06,298.94,73,3.1,Continental,Delivered
2077,144,Sanchez,2024-01-22,261.9,43,3.9,Mexican,Delivered
2078,144,Brahmin Coffee Bar,2024-03-02,424.84,40,4.7,South Indian,Delivered
2079,144,Punjab Grill,2023-10-17,620.29,58,3.5,North Indian,Delivered
2080,144,Empire Restaurant,2023-12-26,224.71,22,,North Indian,Delayed
2081,144,Chianti,2024-01-08,733.05,67,3.4,Italian,Delivered
2082,144,Koshys,2024-08-08,588.28,49,3.3,Continental,Delivered
2083,145,Corner House,2023-05-11,276.64,20,4.2,Desserts,Delivered
2084,145,Fatty Bao,2023-05-31,838.96,66,3.1,Asian,Delivered
2085,146,Shivaji Military Hotel,2024-02-19,769.09,24,,Mutton,Cancelled
2086,146,Meghana Foods,2023-06-28,362.41,37,4.6,Biryani,Delivered
2087,146,Empire Restaurant,2023-10-23,602.04,23,,North Indian,Delayed
2088,146,Nagarjuna,2023-06-25,358.23,46,3.9,Andhra,Delivered
2089,146,Vidyarthi Bhavan,2023-08-08,802.57,36,,South Indian,Delayed
2090,146,Meghana Foods,2023-06-27,228.81,50,3.6,Biryani,Delivered
2091,146,Chianti,2024-08-20,339.05,64,3.2,Italian,Delivered
2092,146,Vidyarthi Bhavan,2023-08-10,624.61,33,4.3,South Indian,Delivered
2093,146,Punjab Grill,2024-08-27,159.29,46,,North Indian,Cancelled
2094,146,Nagarjuna,2023-09-23,485.42,65,3.2,Andhra,Delivered
2095,146,Brahmin Coffee Bar,2023-07-26,717.25,35,,South Indian,Delayed
2096,146,The Black Rabbit,2023-09-07,491.97,55,3.8,Continental,Delivered
2097,146,Koshys,2023-08-07,469.38,25,4.2,Continental,Delivered
2098,146,Koshys,2023-10-10,251.99,66,3.3,Continental,Delivered
2099,146,Toit Brewpub,2024-02-05,477.24,57,3.2,Continental,Delivered
2100,146,Hole in the Wall Cafe,2023-09-30,402.23,63,3.3,Cafe,Delivered
2101,146,Manis Cafe,2023-09-30,465.54,42,4.6,South Indian,Delivered
2102,146,CTR,2024-03-10,751.8,41,4.5,South Indian,Delivered
2103,146,Toit Brewpub,2024-05-03,247.66,74,3.5,Continental,Delivered
2104,146,Fatty Bao,2024-01-30,766.51,25,,Asian,Delayed
2105,146,Byg Brewski,2023-09-01,328.3,26,4.3,Continental,Delivered
2106,146,Shivaji Military Hotel,2024-01-31,384.43,63,3.3,Mutton,Delivered
2107,146,Koshys,2024-10-22,516.18,55,4.0,Continental,Delivered
2108,146,Koshys,2024-01-20,676.1,67,3.2,Continental,Delivered
2109,146,Punjab Grill,2024-07-25,776.66,29,4.2,North Indian,Delivered
2110,146,Byg Brewski,2023-12-28,251.05,71,3.1,Continental,Delivered
2111,146,Fatty Bao,2024-01-11,529.38,39,4.3,Asian,Delivered
2112,146,Meghana Foods,2024-03-28,234.75,21,3.9,Biryani,Delivered
2113,146,Truffles,2023-12-02,233.27,36,,Burgers,Delayed
2114,146,Meghana Foods,2024-04-18,390.22,64,3.6,Biryani,Delivered
2115,146,Karavalli,2024-05-06,594.65,57,4.0,Coastal,Delivered
2116,146,CTR,2024-06-12,171.73,51,4.0,South Indian,Delivered
2117,146,Empire Restaurant,2024-07-11,584.16,47,3.8,North Indian,Delivered
2118,147,Truffles,2023-05-29,214.43,50,3.6,Burgers,Delivered
2119,147,Empire Restaurant,2023-06-01,386.17,49,3.5,North Indian,Delivered
2120,148,Brahmin Coffee Bar,2024-06-25,157.21,59,3.5,South Indian,Delivered
2121,148,Punjab Grill,2023-04-27,474.23,24,3.9,North Indian,Delivered
2122,148,CTR,2023-12-30,638.75,36,4.6,South Indian,Delivered
2123,148,Toit Brewpub,2023-09-02,381.99,22,3.9,Continental,Delivered
2124,148,Brahmin Coffee Bar,2023-04-29,153.98,50,4.0,South Indian,Delivered
2125,148,Fatty Bao,2023-10-29,306.4,22,,Asian,Cancelled
2126,148,Shivaji Military Hotel,2024-09-06,640.55,65,,Mutton,Cancelled
2127,148,Vidyarthi Bhavan,2023-06-06,812.67,28,4.8,South Indian,Delivered
2128,148,Koshys,2024-01-09,164.38,70,3.5,Continental,Delivered
2129,148,Sanchez,2024-03-25,173.48,26,3.8,Mexican,Delivered
2130,148,Truffles,2023-06-13,814.06,25,4.0,Burgers,Delivered
2131,148,Shivaji Military Hotel,2024-01-29,263.4,28,3.6,Mutton,Delivered
2132,148,Sanchez,2024-01-03,484.52,43,,Mexican,Delayed
2133,148,The Black Rabbit,2023-10-21,312.57,27,3.8,Continental,Delivered
2134,148,Fatty Bao,2023-12-07,507.14,20,3.9,Asian,Delivered
2135,148,Chianti,2024-03-02,766.27,53,3.2,Italian,Delivered
2136,148,Brahmin Coffee Bar,2024-02-09,484.79,32,4.5,South Indian,Delivered
2137,148,Sanchez,2023-12-29,751.08,60,3.2,Mexican,Delivered
2138,148,Byg Brewski,2024-01-24,197.6,29,4.5,Continental,Delivered
2139,148,Chianti,2023-09-06,677.39,30,3.8,Italian,Delivered
2140,148,Nagarjuna,2023-10-22,452.31,46,,Andhra,Cancelled
2141,148,Meghana Foods,2024-01-22,801.55,32,4.4,Biryani,Delivered
2142,148,Vidyarthi Bhavan,2023-11-01,703.33,50,,South Indian,Cancelled
2143,148,Toit Brewpub,2024-08-03,351.34,35,4.2,Continental,Delivered
2144,148,Meghana Foods,2024-05-21,209.39,46,,Biryani,Cancelled
2145,148,CTR,2024-02-06,346.58,43,4.3,South Indian,Delivered
2146,148,Sanchez,2023-12-31,365.7,58,,Mexican,Delayed
2147,148,Fatty Bao,2024-04-08,631.92,68,3.5,Asian,Delivered
2148,149,Hole in the Wall Cafe,2023-04-02,581.46,41,4.1,Cafe,Delivered
2149,150,Byg Brewski,2024-01-13,784.07,34,,Continental,Cancelled
2150,150,Brahmin Coffee Bar,2024-01-03,284.29,42,4.8,South Indian,Delivered
2151,150,The Black Rabbit,2024-03-05,446.69,37,3.6,Continental,Delivered
2152,150,Karavalli,2024-04-26,688.94,70,3.4,Coastal,Delivered
2153,150,Koshys,2024-03-20,374.8,65,3.3,Continental,Delivered
2154,150,Byg Brewski,2024-01-31,655.92,31,3.9,Continental,Delivered
2155,150,Brahmin Coffee Bar,2023-08-18,731.27,58,3.8,South Indian,Delivered
2156,151,Hole in the Wall Cafe,2023-09-20,547.73,65,3.1,Cafe,Delivered
2157,151,Nagarjuna,2023-05-22,237.1,58,3.1,Andhra,Delivered
2158,151,Meghana Foods,2023-10-01,803.89,24,,Biryani,Cancelled
2159,151,Sanchez,2023-11-06,507.78,57,3.4,Mexican,Delivered
2160,151,CTR,2023-05-31,492.69,47,4.2,South Indian,Delivered
2161,151,Fatty Bao,2023-07-18,276.77,40,3.7,Asian,Delivered
2162,151,CTR,2023-10-25,344.15,22,4.8,South Indian,Delivered
